order_id,customer_name,date,gender,email,phone_number,category,price,quantity,customer_rating
ORD-00226,Lynette Palumbo,7/15/2026,Female,lynette.palumbo14@gmail.com,(314) 478-1291,123,133.92,2,3.4
ORD-00227,Michael Márton,7/15/2026,Male,michael.márton23@gmail.com,(512) 677-3809,Electronics,406.21,6,2.3
ORD-00228,Eqaluaq Al-Fitouri,7/15/2026,1,eqaluaq.al-fitouri74@gmail.com,(206) 233-9039,Grocery,291.17,5,2
ORD-00229,Bacar Caillé,7/16/2026,Male,bacar.caillé89@gmail.com,(863) 668-3821,Toys,355.19,2,1.4
ORD-00230,Namgyal Jarallah,7/16/2026,Other,namgyal.jarallah26@gmail.com,(706) 907-1054,Home,58.22,5,4.1
ORD-00231,Chamroeun Antoniadis,7/16/2026,Male,chamroeun.antoniadis4@outlook.com,(573) 904-6646,Grocery,276.84,1,3.3
ORD-00232,Ashkan Lawrence,,Male,ashkan.lawrence4@gmail.com,(972) 809-5064,Clothing,320.5,10,10
ORD-00233,Fiona Bakayoko,7/16/2026,,fiona.bakayoko23@outlook.com,(501) 538-9459,Electronics,275.92,7,3.5
ORD-00234,Henriette Sekulić,7/17/2026,Female,henriette.sekulić27@gmail.com,(916) 208-3231,Home,470.09,3,4.1
ORD-00235,Andrea Nugraheni,00/00/0000,1,andrea.nugraheni48@gmail.com,(218) 218-9873,Beauty,359.04,2,2.6
ORD-00236,Murimi Fuentes,7/17/2026,Male,,(716) 474-1670,Electronics,129.8,7,2
ORD-00237,Olga Barghouthi,7/17/2026,Female,olga.barghouthi18@icloud.com,(608) 438-6930,Beauty,26.94,2,2.4
ORD-00238,Camille Amaral,7/17/2026,femal,camille.amaral14@gmail.com,(815) 588-6360,Clothing,326.35,6,2.4
ORD-00239,Luisa Gordon,7/17/2026,Female,luisa.gordon31@gmail.com,(704) 914-6725,Toys,470.94,1,4
ORD-00240,Anna Moutombi,7/18/2026,Female,anna.moutombi21@gmail.com,(916) 248-6503,Beauty,41.57,1,N/A
ORD-00241,Ater Ots,7/18/2026,Female,,(317) 559-6951,Toys,187.86,6,3.9
ORDER_ABC,,7/18/2026,Female,marta.muhire14@gmail.com,(404) 925-4406,,65.82,3,2.5
ORD-00243,Thu Membreño,7/18/2026,M/F,thu.membreño30@gmail.com,(773) 893-2505,Toys,194.98,,2.9
ORD-00244,Maj Dixon,7/18/2026,Female,maj.dixon18@gmail.com,,Grocery,245.02,1000000,2.7
ORD-00245,Hassan Ásgeirsson,7/18/2026,Male,hassan.ásgeirsson89@icloud.com,(913) 413-4191,Grocery,410.31,8,1.8
ORD-00246,Stephen Owens,not a date,Male,stephen.owens19@gmail.com,(312) 270-8205,Grocery,15.81,10,2.6
ORD-00247,Trevor Kardava,7/19/2026,Male,trevor.kardava81@yahoo.com,(940) 498-5931,Home,343.13,2,2.8
ORD-00248,Eerik Co,7/19/2026,Male,eerik.co80@icloud.com,(912) 347-3967,Grocery,114.67,3,1.5
ORD-00249,Albert Hofer,7/19/2026,Other,albert.hofer50@icloud.com,(405) 672-8295,Home,,2,1.7
ORD-00250,Lars Stanley,7/20/2026,Other,lars.stanley77@hotmail.com,(202) 882-7699,Beauty,248.01,10,2.6
ORD-00251,Sione Samaroo,7/20/2026,Female,sione.samaroo39@gmail.com,(805) 376-7779,Clothing,343.28,4,3.9
ORD-00252,Laima Johansson,,Female,,(605) 405-9531,Clothing,121.83,5,4
ORD-00253,Orlando Lejeune,7/20/2026,Male,orlando.lejeune27@icloud.com,(706) 789-0050,Grocery,386.22,9,1.4
ORD-00254,Steven Chun,7/20/2026,Male,steven.chun67@hotmail.com,(509) 681-0540,Home,473.1,2,3.6
ORD-00255,Carmen Irakoze,7/20/2026,Female,carmen.irakoze6@yahoo.com,(515) 691-9169,Grocery,17.06,1,2.2
,Wondwossen Henriques,7/21/2026,Male,wondwossen.henriques84@gmail.com,(303) 590-8955,Electronics,91.88,zero,4.8
ORD-00257,Evelyne Ndaitwah,7/21/2026,Female,evelyne.ndaitwah30@gmail.com,12345,Beauty,80.21,2,
ORD-00258,Oluwole Boukhari,7/21/2026,,john.doe@,(561) 546-4096,Home,105.79,2,3.6
ORD-00259,Sylviane John,7/21/2026,Unknown123,sylviane.john92@gmail.com,(614) 318-5256,Beauty,234.74,5,4
ORD-00260,Gabriela Bagayoko,7/21/2026,Female,gabriela.bagayoko90@gmail.com,(718) 642-1052,Electronics,61.29,8,1.2
ORD-00261,Orsolya Pierre,,Other,orsolya.pierre15@gmail.com,(325) 908-4055,Beauty,NaN,8,1.3
ORD-00262,Isabel Jozić,7/22/2026,Female,isabel.jozić75@gmail.com,(402) 499-0196,Electronics,202.4,7,1.9
ORD-00263,Anthony Dennis,7/22/2026,Male,anthony.dennis40@gmail.com,(480) 663-7683,Clothing,91.62,9,
ORD-00264,Gloria Karimou,7/22/2026,1,gloria.karimou97@gmail.com,(513) 350-8560,Electronics,191.01,8,2.4
ORD-00265,Roxana Imamović,7/22/2026,Other,roxana.imamović81@yahoo.com,(303) 564-5481,Home,249.49,abc,3.4
ORD-00266,Alexis Iqbal,7/22/2026,Other,alexis.iqbal92@hotmail.com,(202) 849-3302,Grocery,348.84,8,4.7
ORD-00267,Natalia Pereyra,7/23/2026,Other,natalia.pereyra56@gmail.com,(915) 919-4118,Beauty,394.01,9,3
ORD-00268,Anaïs Berg,7/23/2026,Female,anaïs.berg15@hotmail.com,(814) 415-6744,Grocery,32.77,6,2.1
,,7/23/2026,Other,veronica.zayas40@icloud.com,(202) 846-9218,Beauty,124.71,8,1.8
ORD-00270,Maximilián Bernard,7/23/2026,,maximilián.bernard91@gmail.com,(786) 693-8202,Electronics,101.4,4,3.9
ORD-00271,Vlado Hagen,7/23/2026,Other,vlado.hagen74@icloud.com,(508) 754-1797,Home,289.25,8,3.3
ORD-00272,Ignacio Cordero,2024-13-45,Male,ignacio.cordero76@icloud.com,(415) 451-9693,misc,289.55,9,3.5
ORDER_ABC,Abel Saindou,2024-13-45,Other,abel.saindou95@gmail.com,,Clothing,272.92,2,3.7
ORD-00274,N/A,7/24/2026,Male,lubona.badiane41@icloud.com,(202) 389-9241,Home,197.94,5,4.2
ORD-00275,Janet Nii,7/24/2026,Female,janet.nii20@yahoo.com,(714) 683-7115,Home,229.59,2,2.4
ORD-00276,Renato Oufkir,7/24/2026,Other,renato.oufkir83@gmail.com,(805) 210-1270,Home,24.25,10,2.1
ORD-00277,Zaleha Mickala,7/25/2026,Female,zaleha.mickala88@gmail.com,(813) 900-1617,Grocery,32.58,7,2.5
,Abdelkader Esprit,7/25/2026,,abdelkader.esprit50@icloud.com,(423) 985-9114,Home,382.63,8,1.2
ORD-00279,Margareta Silbanuz,7/25/2026,Other,margareta.silbanuz91@icloud.com,(702) 307-3997,Beauty,290.32,7,1.3
ORD-00280,Noemi Emmanuel,7/25/2026,Other,noemi.emmanuel79@icloud.com,(775) 729-1741,Electronics,205.96,5,2.7
ORD-00281,Ingrid Močnik,7/25/2026,Female,ingrid.močnik31@hotmail.com,(904) 300-4090,Beauty,177.29,6,2.4
ORD-00282,Chakkrit Elstad,7/25/2026,Other,chakkrit.elstad23@gmail.com,(317) 910-2717,Toys,38.02,5,4.4
ORD-00283,Stephanie Schuster,7/26/2026,Female,,(501) 724-1943,Beauty,117.58,8,2.3
ORD 000012,Catherine Falevao,7/26/2026,Female,catherine.falevao91@gmail.com,(650) 439-7510,Clothing,488.43,5,3.2
ORD-00285,Eric Al Khaja,7/26/2026,Unknown123,eric.al khaja78@icloud.com,(571) 324-6645,Home,111.4,3,3.6
ORD-00286,Carol Siyam,7/26/2026,Other,carol.siyam19@gmail.com,(504) 483-6398,,140.24,4,3.5
ORD-00287,Zahra Edström,7/26/2026,Female,zahra.edström76@outlook.com,(714) 453-9283,Beauty,195.74,6,3.8
ORD-00288,,7/26/2026,Female,user.com,(712) 748-8520,Toys,408.82,5,2.8
ORD-00289,Milagros Ruiz,7/27/2026,Female,milagros.ruiz35@icloud.com,(214) 601-8778,Clothing,87.95,3,
,Yasir Khembo,7/27/2026,Male,yasir.khembo45@outlook.com,(682) 210-3560,Toys,165.78,9,1.9
ORD-00291,Georgina Khatun,,Female,georgina.khatun14@outlook.com,(786) 744-7060,Electronics,290.87,3,4
ORD-00292,Agnete Raramuri,7/27/2026,Other,agnete.raramuri48@gmail.com,(719) 818-8238,Home,80.6,6,
ORD-00293,Ghada Luafutu,7/27/2026,Other,ghada.luafutu77@icloud.com,(415) 844-1004,Electronics,364.89,2,3.6
ORD-00294,Kristiina Mae,7/28/2026,Other,kristiina.mae88@gmail.com,(813) 932-8365,Home,383.62,1,2.8
ORD-00295,Gempo Faupula,7/28/2026,Other,gempo.faupula38@gmail.com,(651) 647-1284,Clothing,91.66,8,1.9
ORD-00296,Justin Ignatiev,7/28/2026,Unknown123,justin.ignatiev87@outlook.com,(651) 427-2849,Grocery,345.81,5,4.8
ORD 000012,Vanessa Cunningham,2024-13-45,Female,vanessa.cunningham42@icloud.com,,Beauty,362.43,5,3.3
ORD-00298,Khamphout Espinoza,7/28/2026,Male,khamphout.espinoza16@icloud.com,(713) 995-2658,Toys,71,abc,4.1
ORD-00299,Ricardo Karu,7/28/2026,Other,ricardo.karu24@icloud.com,(518) 520-3231,Home,418.17,1,2.5
ORD-00300,Preeyaporn Sambu,7/29/2026,Other,preeyaporn.sambu46@gmail.com,(805) 436-1274,Electronics,110.74,9,
,Cynthia Velázquez,7/29/2026,Other,cynthia.velázquez12@gmail.com,(515) 464-6220,Clothing,20.36,1,3.4
ORD-00302,Gregory Ramos,7/29/2026,Male,gregory.ramos77@gmail.com,(907) 913-9391,Home,11.22,1,3.2
ORD-00303,Joachim Ahamat,7/29/2026,Male,joachim.ahamat5@me.com,(619) 823-6313,Toys,364.54,8,1.9
ORD-00304,Jonathan Ramdin,7/29/2026,Male,user.com,(714) 352-8680,Electronics,,8,1.2
ORD-00305,Brittany Callow,,,brittany.callow47@yahoo.com,0,Home,104.33,7,4.8
ORD-00306,,7/30/2026,Male,test@@test.com,(915) 357-0464,Electronics,183.55,1,4
ORD-00307,Erick Le Bihan,not a date,,erick.le bihan34@icloud.com,(904) 608-6023,Grocery,129.28,3,4.7
ORD-00308,Erick Nasr,7/30/2026,Male,erick.nasr6@gmail.com,(330) 328-7754,Electronics,138.87,1,4.4
ORD-00309,Meera Antunović,7/31/2026,Female,meera.antunović47@hotmail.com,(240) 262-6161,Beauty,406.64,1,1.1
ORD-00310,Mary Morgan,,Female,mary.morgan3@gmail.com,(480) 646-4794,Electronics,458.28,6,1.8
ORD-00311,Daniel Barton,7/31/2026,Male,daniel.barton11@gmail.com,(571) 801-3363,Beauty,342.41,6,3.3
ORD-00312,N/A,7/31/2026,Male,charles.vorontsov68@icloud.com,N/A,Home,380.79,9,1.4
0,Zakariya Al-Attas,7/31/2026,Male,zakariya.al-attas67@yahoo.com,(212) 654-9706,Grocery,409.73,5,3.5
ORD-00314,Dênis Pereira,7/31/2026,Male,dênis.pereira94@yahoo.com,(914) 714-6555,Beauty,84.56,1,3.7
ORD-00315,,8/1/2026,Other,rodney.latif89@gmail.com,(832) 878-0187,Beauty,88.1,5,
ORD-00316,Margaret Simonsen,8/1/2026,Other,margaret.simonsen5@gmail.com,(224) 588-0919,Grocery,94.08,6,4.1
ORD-00317,Spiwe Gakou,8/1/2026,Other,,(516) 689-6893,Home,301.51,9,3.4
-123,Iris Kea,8/1/2026,Other,iris.kea43@hotmail.com,(215) 643-7103,Electronics,449.49,1,2.4
ORD-00319,Crystal Cohen,8/1/2026,Other,crystal.cohen96@gmail.com,(810) 209-7583,misc,389.05,abc,1.6
ORD-00320,Sergio Luna,8/2/2026,Other,sergio.luna57@icloud.com,,Toys,488.36,8,2.3
ORD-00321,,8/2/2026,Female,sopha.baumann64@gmail.com,(731) 496-7396,Home,$$,3,4
ORD-00322,Salah Paulauskas,8/2/2026,Male,salah.paulauskas33@gmail.com,(212) 392-9557,Home,60.85,8,2.2
ORD-00323,George Gonzales,8/2/2026,Male,george.gonzales38@icloud.com,(651) 707-6538,Toys,free,7,1.6
ORD-00324,Fabian Ould Khaled,8/2/2026,Male,fabian.ould khaled25@gmail.com,(804) 675-4236,Toys,220.31,4,2
ORD-00325,Abdulrahman Shir,8/2/2026,Male,abdulrahman.shir35@gmail.com,(646) 405-3091,Beauty,326.56,1,3
,Manal Woods,8/3/2026,Other,manal.woods56@gmail.com,(615) 509-5492,Home,-19.99,7,4.3
ORD-00327,Nwe Oo Peralta,8/3/2026,Female,,(361) 838-2753,Clothing,165.51,3.5,1.2
ORD-00328,Samantha Seitz,8/3/2026,Female,samantha.seitz23@yahoo.com,(559) 881-4043,Clothing,341.83,10,2.7
ORD-00329,x,8/3/2026,Male,odiljon.tumusiime61@icloud.com,(330) 962-4493,Grocery,142.83,,1.5
ORD-00330,佳穎 Turner,8/3/2026,M/F,佳穎.turner0@outlook.com,(702) 648-6554,Grocery,473.79,9,3.2
ORD-00331,Rajan Seiuli,8/3/2026,Male,rajan.seiuli31@outlook.com,(405) 217-3707,Electronics,213.92,10,6.5
ORD-00332,Tania Garcia,8/4/2026,Other,tania.garcia13@gmail.com,(202) 952-0853,Home,48.24,9,2.4
ORD-00333,Sheila David,8/4/2026,Other,sheila.david37@icloud.com,(704) 268-4504,Grocery,69.8,7,1.3
ORD-00334,Dana Paora,8/4/2026,Female,dana.paora17@gmail.com,(209) 707-8773,Beauty,383.32,2,4.4
ORD-00335,Francis Hall,8/4/2026,Male,francis.hall44@gmail.com,(434) 832-3254,N/A,NaN,7,1.9
ORD-00336,Paola Davaa,8/4/2026,Other,,(979) 521-3098,Toys,265.02,5,1.9
ORD-00337,Wendy Amin,8/5/2026,Female,wendy.amin68@gmail.com,,Beauty,272.55,3,2.2
ORD-00338,Kiala Douaihy,,Other,kiala.douaihy70@yahoo.com,(360) 708-1373,Clothing,148.21,zero,2.8
ORD-00339,,8/5/2026,Female,myo myo.nyamsogoro53@gmail.com,(574) 464-1094,Home,-19.99,7,3.1
ORD-00340,Sabina Karim,8/5/2026,Female,,N/A,Beauty,,8,1.5
ORD-00341,12345,8/5/2026,Other,pihla.walsh71@gmail.com,(816) 408-4310,N/A,282.31,2,6.5
ORD-XXXXX,René Franklin,8/5/2026,Other,rené.franklin74@icloud.com,(210) 821-2728,Beauty,455.94,7,2.9
ORD-00343,Hagos Eglītis,8/6/2026,Male,hagos.eglītis93@gmail.com,(406) 253-9960,Electronics,NaN,10,2.9
ORD-00344,Angela Vohor,8/6/2026,Female,angela.vohor7@yahoo.com,(612) 660-4813,Electronics,196.4,9,4.8
ORD-00345,Patricia Dacko,8/6/2026,Female,patricia.dacko90@icloud.com,(312) 756-3581,Grocery,72.96,zero,2.3
,asdkjh123,8/6/2026,Other,hugo.mammeri72@hotmail.com,(978) 637-0147,Clothing,231.08,3,1.3
ORD-00347,Manuel Miller,next tuesday,Male,,(202) 955-6963,Clothing,105.01,8,2.7
ORD-00348,Yannis Anderson,8/7/2026,Other,yannis.anderson31@icloud.com,(318) 902-8297,Clothing,317.89,9,1.4
ORD-00349,Vanessa Dumas,,Female,vanessa.dumas62@gmail.com,(719) 572-0315,Toys,279.8,5,
ORD-00350,Antoine Meredith,8/7/2026,,antoine.meredith97@gmail.com,(305) 810-9475,Toys,424.69,4,3
,asdkjh123,8/7/2026,Male,raúl.okello61@outlook.com,(571) 644-6020,Electronics,413.29,8,N/A
ORD-00352,Varun Chin,8/7/2026,Male,varun.chin30@icloud.com,(512) 302-9905,Grocery,359.68,1,
ORD-00353,Floris Loth,8/8/2026,Male,floris.loth8@outlook.com,(414) 770-2470,Electronics,$$,3,2.5
ORD-00354,Norazlina Berglund,8/8/2026,Female,norazlina.berglund55@gmail.com,(785) 753-0806,Clothing,58.86,3,2.4
ORD-00355,Sophie Nistor,8/8/2026,Female,test@@test.com,(818) 758-9621,Clothing,480.35,9,1.3
ORD-00356,Claudio Razafy,not a date,,claudio.razafy11@gmail.com,(202) 422-3478,Beauty,126.31,6,N/A
ORD-00357,Wendy Ramtohul,8/8/2026,Other,wendy.ramtohul21@gmail.com,(315) 635-9292,Toys,304.9,3,2.4
ORD-00358,,,Female,huệ.djata49@gmail.com,(612) 410-6464,Toys,413.87,9,3.4
ORD-00359,Solange Masiya,8/9/2026,Female,solange.masiya88@icloud.com,(530) 205-0912,Grocery,23.3,4,2.2
ORD-00360,Chia-Wei Njai,8/9/2026,Male,chia-wei.njai97@gmail.com,(903) 927-5104,Electronics,475.5,10,2.7
ORD-00361,Florencia Germain,8/9/2026,Female,florencia.germain96@gmail.com,(972) 564-1029,Grocery,95.66,9,3.9
,Min Lin Liepiņš,8/9/2026,,john.doe@,(954) 830-0129,Toys,235.3,6,3.6
ORD-00363,David Hlatshwako,8/9/2026,Other,david.hlatshwako19@gmail.com,,Beauty,484.94,2,1.6
ORD-00364,Constantina Gibbs,8/10/2026,Female,constantina.gibbs20@gmail.com,(916) 240-2785,Grocery,112.59,2,4.4
ORD-00365,Toktokan Burton,,Other,toktokan.burton21@gmail.com,(843) 670-3529,Toys,,3,
ORD-00366,Giacomo Makhetha,8/10/2026,,giacomo.makhetha13@icloud.com,(619) 826-2530,Grocery,405.53,6,4.3
ORD-00367,Jorge Iqbal,8/10/2026,Male,jorge.iqbal61@gmail.com,(218) 226-2082,Clothing,260.38,6,1.1
ORD-00368,Kushal Mathebula,8/10/2026,,not-an-email,(937) 832-3630,Beauty,273,1,4.1
ORD-00369,Brian Verhoeven,8/10/2026,Male,brian.verhoeven40@gmail.com,(406) 824-4329,Toys,220.65,,1.1
ORD-00370,Danilo Keane,8/11/2026,Other,,(801) 663-6112,Grocery,384.91,6,1.1
ORD-00371,Consuelo Mesebeluu,8/11/2026,Malee,consuelo.mesebeluu70@yahoo.com,(513) 969-6342,Electronics,192.61,9,2.2
ORD-00372,Emihner Rowe,8/11/2026,Other,emihner.rowe55@me.com,(305) 903-6237,Grocery,142.92,1,4.4
ORD-00373,Mustapha Baetov,8/11/2026,Male,mustapha.baetov1@icloud.com,12345,Beauty,319.14,zero,3.8
ORD-00374,Chol-mi Ziegler,8/11/2026,Female,chol-mi.ziegler30@gmail.com,(212) 335-1235,Electronic,185.29,7,3.1
ORD-00375,Nantongo Bhatia,8/11/2026,Female,nantongo.bhatia91@live.com,(336) 806-0210,Beauty,383.94,5,3.9
ORD-00376,Rasheed Nunez,8/12/2026,Other,rasheed.nunez55@yahoo.com,(831) 423-2018,Clothing,132.54,3,1.1
ORD-00377,Radhia Heimana,8/12/2026,Female,radhia.heimana64@gmail.com,(301) 502-7008,Home,464.24,1,3.3
ORD 000012,,8/12/2026,Other,sophal.raina14@icloud.com,(718) 991-7190,Electronics,,10,2.1
ORD-00379,Enzo Agbessi,8/12/2026,Male,enzo.agbessi77@icloud.com,(229) 958-5463,Home,80.77,abc,10
ORD-00380,Luz Colon,8/13/2026,Female,,(812) 503-7495,Home,469.39,8,3.3
ORD-00381,Dias Weldemariam,8/13/2026,Other,dias.weldemariam98@yahoo.com,(309) 977-8956,Toys,399.18,,4.7
ORD-00382,Simon Demissie,,,simon.demissie43@gmail.com,(301) 884-4463,Home,346.79,3,4.4
ORD-00383,Fulya Blondel,8/13/2026,Other,fulya.blondel25@gmail.com,(850) 571-6140,Grocery,375.73,7,1.2
ORD-00384,Douglas Abdelaziz,8/13/2026,Male,douglas.abdelaziz47@gmail.com,(901) 407-0798,Toys,161.5,6,1.3
ORD-00385,Miguel Rakotondraibe,8/14/2026,Male,test@@test.com,(775) 651-7059,Grocery,377.29,,2.8
ORD-00386,Tènin Douglas,,Female,tènin.douglas36@gmail.com,(253) 451-5062,Clothing,424.69,7,1.1
ORD-00387,Liliana Sharma,,Female,liliana.sharma71@gmail.com,(805) 264-4602,Home,270.75,4,3.7
ORD-00388,Ricardo Darroux,8/14/2026,Other,ricardo.darroux35@yahoo.com,(832) 320-0536,,18.99,4,3.5
ORD-00389,Carolina Villa,8/14/2026,Other,carolina.villa44@gmail.com,(210) 406-9272,Home,117.77,6,4.7
ORD-00390,Bilal Pidjot,8/15/2026,Male,bilal.pidjot11@gmail.com,(863) 318-7040,Beauty,,7,4.8
ORD-00391,Souleymane Mykytenko,8/14/2026,Male,souleymane.mykytenko56@icloud.com,(281) 913-8416,Grocery,-19.99,3,2.3
ORD-00392,Moinaecha Said,8/15/2026,,moinaecha.said85@yahoo.com,(415) 983-2405,Toys,249.8,8,1.3
,Sulkhan Badran,,Other,sulkhan.badran10@gmail.com,(646) 338-2550,Electronics,243.03,7,4.2
ORD-00394,Sabah Al-Shahin,8/15/2026,Other,sabah.al-shahin20@gmail.com,(786) 812-0913,Grocery,226.24,8,1.1
ORD-00395,Maureen Wahlström,,Female,maureen.wahlström0@gmail.com,(505) 960-1201,Clothing,167.49,7,4.3
ORD-00396,Mats Nfubea,8/16/2026,Other,mats.nfubea90@icloud.com,(941) 591-8444,Home,463.44,4,3.6
ORD-00397,Pilioko Mîndru,8/16/2026,Male,pilioko.mîndru96@icloud.com,(818) 986-1734,Electronics,92.53,2,2.8
ORD-00398,Soraya Radičová,8/16/2026,Female,soraya.radičová15@gmail.com,,Toys,50.13,3,1.8
ORD-00399,Wafa Médard,8/16/2026,,wafa.médard14@gmail.com,(915) 800-8453,Toys,40.48,9,2.5
ORD-00400,Kaboua Harris,8/16/2026,Female,kaboua.harris74@icloud.com,,Electronics,129.53,1,4.8
ORD-00401,Ratchada Tshisekedi,8/16/2026,Other,ratchada.tshisekedi37@live.com,(608) 218-6237,Toys,285.81,4,1.6
ORD-00402,Budur Mwà,8/17/2026,Female,budur.mwà81@optimum.net,(210) 571-9062,Beauty,397.73,10,1.5
ORD-00403,Ahmed Ogoulat,not a date,M/F,ahmed.ogoulat55@icloud.com,(646) 904-8016,Clothing,999999.99,3,2.5
ORD-00404,Shariful Tashiev,8/17/2026,Male,shariful.tashiev71@yahoo.com,(720) 463-2191,,345.85,abc,3.9
ORD-00405,Nestan Seruya,8/17/2026,Female,nestan.seruya85@gmail.com,(804) 967-8283,Toys,999999.99,4,2.4
ORD-00406,N/A,8/17/2026,Male,lyubomir.rakhmonov89@gmail.com,(713) 721-8437,Grocery,120.07,4,3.7
ORD-00407,Sylvia Zürcher,,Other,sylvia.zürcher95@icloud.com,(214) 505-2920,Toys,118.06,5,3.7
ORD-00408,,8/18/2026,Male,jae-hwan.longo76@gmail.com,(847) 909-9466,Electronics,53.83,10,2.8
ORD-00409,Amanda Camacho,8/18/2026,Female,amanda.camacho77@gmail.com,(312) 225-4192,Home,122.5,2,2.4
ORD-00410,Agnès Keita,8/18/2026,Female,agnès.keita42@gmail.com,(704) 464-9762,Electronics,485.54,10,3.5
ORD-00411,Emma Delgado,8/18/2026,Other,emma.delgado81@gmail.com,,Home,431.83,8,4.2
ORD-00412,Catherine Nxumalo,8/18/2026,Other,catherine.nxumalo1@icloud.com,(816) 887-5218,Toys,461.68,6,3.5
ORD-00413,Lorena Martin,31/02/2024,Other,lorena.martin33@icloud.com,(202) 684-3872,,44.27,7,1.3
ORD-00414,Iki Dumont,8/19/2026,Other,iki.dumont82@gmail.com,(805) 912-1115,Electronics,485.78,3,1.6
ORD-00415,Linda Al-Shahrani,8/19/2026,Female,linda.al-shahrani77@gmail.com,(214) 278-7259,Toys,27.7,1,
ORD 000012,Edit Reynolds,8/19/2026,Female,edit.reynolds39@icloud.com,(203) 375-7489,Grocery,279.76,1,1.6
ORD-00417,Jazmín Murr,8/19/2026,Unknown123,jazmín.murr19@gmail.com,(515) 378-0214,Beauty,488.62,3,3.6
ORD-00418,Aljo Abou Khalil,,Other,aljo.abou khalil67@icloud.com,(210) 433-3387,Home,393.43,6,3.5
ORD-00419,Anna Uzochukwu,8/20/2026,Other,anna.uzochukwu23@gmail.com,(719) 818-7599,Electronics,231.85,1,five
ORD-00420,Han Ledezma,31/02/2024,Other,han.ledezma29@yahoo.com,(602) 223-2013,Electronics,359.31,7,4.9
ORD-00421,Carmen Henriques,8/20/2026,Female,carmen.henriques62@icloud.com,(915) 886-5308,Electronics,354,10,4.4
ORD-00422,Rania Zébus,8/20/2026,Other,rania.zébus0@icloud.com,(940) 909-0818,Clothing,262.03,10,3.9
ORD-00423,Barbara Pistone,8/20/2026,Female,barbara.pistone70@gmail.com,(763) 886-6305,Electronics,229.43,6,1.7
ORD-00424,Terence Andriamahery,8/21/2026,,terence.andriamahery36@icloud.com,(310) 637-4373,Clothing,393.76,1000000,2
ORD-00425,Klaus Erazo,,Male,klaus.erazo92@gmail.com,(859) 378-5471,Toys,200.22,6,1.7
ORDER_ABC,Fiorella Powell,8/21/2026,Female,fiorella.powell53@outlook.com,(412) 271-0535,Toys,97.76,5,2.6
ORD-00427,Fernande Lora,,Female,fernande.lora83@yahoo.com,(412) 602-0631,Clothing,45.04,5,1.3
ORD-00428,Hiba Nicolle,,Other,hiba.nicolle49@icloud.com,(213) 937-8925,Toys,152.95,10,2.1
ORD-00429,N/A,8/21/2026,Other,wangeci.beache50@icloud.com,,Home,120.36,6,1.3
ORD-00430,Miguel Johnson,8/22/2026,Other,,(202) 902-0877,Clothing,17.75,4,2.6
ORD-00431,Fallon Nanyonga,8/22/2026,Other,fallon.nanyonga30@gmail.com,,Toys,74.15,,2.5
ORD-00432,Derek Vega,8/22/2026,M/F,derek.vega40@gmail.com,(734) 883-1736,Home,281.09,6,4.4
ORD-00433,Qurrat Santos,8/22/2026,Female,qurrat.santos7@gmail.com,(217) 407-7407,Toys,478.91,2,N/A
ORD-00434,Adrian Karma,8/22/2026,Male,adrian.karma30@icloud.com,(520) 773-5344,Home,5.03,,1.4
ORD-00435,Nura Bonini,8/23/2026,Other,nura.bonini16@outlook.com,(505) 940-5923,Home,349.04,3,1.4
ORD-00436,Vera Davlatov,,Female,vera.davlatov89@icloud.com,(254) 735-6501,Beauty,166.82,6,4
ORD-00437,Henri Maxwell,8/23/2026,Male,henri.maxwell3@gmail.com,(513) 530-2570,Grocery,,6,3.9
ORD-00438,Vincent Jamtsho,8/23/2026,Male,vincent.jamtsho78@gmail.com,(936) 246-9932,electronics!,458.42,8,
ORD-00439,Isabelle Zhou,8/24/2026,Female,isabelle.zhou26@icloud.com,(404) 788-1376,Electronics,74.3,10,3.5
ORD-00440,Noé Matveev,,Male,noé.matveev25@gmail.com,(615) 872-0363,Electronics,302.03,8,3.3
ORD-00441,Aaron Filali,8/24/2026,Male,aaron.filali86@gmail.com,(913) 614-6977,Toys,42.63,5,2.4
ORD-00442,,8/24/2026,Male,condé.badu28@icloud.com,(206) 282-0423,Grocery,201.7,10,4.5
ORD-00443,12345,8/24/2026,Other,angela.jolicoeur95@hotmail.com,(502) 557-5537,Electronics,296.03,5,-2
ORD-00444,Abdulaziz Kadyrov,8/24/2026,Male,abdulaziz.kadyrov57@gmail.com,(213) 574-8727,Grocery,274.13,5,2.1
ORD-00445,Mercedes Fofana,8/24/2026,Other,mercedes.fofana1@proton.me,(360) 809-6065,Grocery,439.66,,3.3
ORD-00446,Dragana Yassin,8/25/2026,Female,dragana.yassin75@gmail.com,(937) 200-4280,Clothing,75.74,10,2.1
ORD-00447,Ketleen Rabon,8/25/2026,Other,ketleen.rabon3@gmail.com,(623) 345-2072,Home,48.95,6,2.5
ORD-00448,Thomas Brahmi,8/25/2026,Male,thomas.brahmi69@icloud.com,(559) 588-4974,Clothing,32.49,3,1.7
ORD-00449,Lucie Chin,8/25/2026,Female,lucie.chin71@icloud.com,(516) 717-2986,Home,132.58,4,1.6
ORD-00450,Nortey Zhusupov,8/26/2026,Female,nortey.zhusupov37@gmail.com,(405) 336-3728,Electronics,304.44,4,1.3
ORD-00451,Josefine Perkins,8/26/2026,Female,josefine.perkins11@icloud.com,(918) 790-2316,Electronics,NaN,5,1.5
